feature,shap_importance,compartment,feature_type
Nuclei_Texture_DifferenceEntropy_DNA_5_01_256,0.000906644562510337,Nuclei,Texture
Cells_Texture_InfoMeas2_Mito_5_03_256,0.000906182975034296,Cells,Texture
Cytoplasm_Texture_Entropy_RNA_5_03_256,0.0009061302531699766,Cytoplasm,Texture
Nuclei_Texture_Contrast_RNA_10_03_256,0.0009057234178609568,Nuclei,Texture
Cells_Texture_Entropy_ER_3_00_256,0.0009053212633079966,Cells,Texture
Cells_RadialDistribution_RadialCV_mito_tubeness_5of20,0.000904764202714432,Cells,RadialDistribution
Nuclei_Texture_InfoMeas1_AGP_5_02_256,0.0009047540271006126,Nuclei,Texture
Nuclei_Granularity_1_Mito,0.0009043851153650653,Nuclei,Granularity
Cells_Texture_SumVariance_DNA_10_01_256,0.0009043814400521504,Cells,Texture
Nuclei_AreaShape_MinFeretDiameter,0.000904063410317966,Nuclei,AreaShape
Cytoplasm_Texture_Contrast_RNA_10_01_256,0.0009036327620664711,Cytoplasm,Texture
Nuclei_Texture_DifferenceVariance_Mito_3_02_256,0.00090189036099868,Nuclei,Texture
Cells_Texture_InverseDifferenceMoment_ER_10_02_256,0.0009013323942138284,Cells,Texture
Cells_Texture_SumEntropy_Mito_10_01_256,0.0009009192173419121,Cells,Texture
Cells_Texture_Entropy_DNA_5_00_256,0.0009007403880884469,Cells,Texture
Nuclei_Texture_DifferenceEntropy_AGP_10_00_256,0.0009003314150660506,Nuclei,Texture
Cytoplasm_Intensity_MADIntensity_AGP,0.0009000417788398149,Cytoplasm,Intensity
Cytoplasm_Texture_Entropy_RNA_10_01_256,0.0009000175382371773,Cytoplasm,Texture
Nuclei_Texture_Correlation_ER_5_03_256,0.0008997582985778406,Nuclei,Texture
Cytoplasm_Texture_SumAverage_RNA_10_02_256,0.0008995953678614959,Cytoplasm,Texture
Cells_Texture_InverseDifferenceMoment_ER_5_01_256,0.0008991023096658475,Cells,Texture
Cells_RadialDistribution_MeanFrac_RNA_1of4,0.0008981707960317311,Cells,RadialDistribution
Cells_Texture_InfoMeas2_AGP_10_03_256,0.0008981545660312155,Cells,Texture
Cytoplasm_Texture_Entropy_ER_5_02_256,0.000897802816611407,Cytoplasm,Texture
Nuclei_Texture_Variance_RNA_10_02_256,0.0008974490724274022,Nuclei,Texture
Cytoplasm_Texture_SumEntropy_AGP_10_02_256,0.0008961978983019694,Cytoplasm,Texture
Cells_Texture_SumEntropy_Mito_10_00_256,0.0008960152468716842,Cells,Texture
Cytoplasm_Texture_DifferenceEntropy_ER_3_03_256,0.000895979780775958,Cytoplasm,Texture
Nuclei_Texture_InverseDifferenceMoment_AGP_3_02_256,0.0008956205264361675,Nuclei,Texture
Cytoplasm_Granularity_4_DNA,0.000894961629237514,Cytoplasm,Granularity
Cytoplasm_Texture_DifferenceEntropy_ER_5_03_256,0.0008936882970985088,Cytoplasm,Texture
Nuclei_Texture_DifferenceEntropy_AGP_10_02_256,0.0008935268564320203,Nuclei,Texture
Cells_Texture_Contrast_AGP_5_02_256,0.0008935068503446278,Cells,Texture
Cells_Texture_AngularSecondMoment_RNA_3_03_256,0.0008932615795915159,Cells,Texture
Cells_Texture_Correlation_Mito_10_00_256,0.0008929371804216707,Cells,Texture
Nuclei_Correlation_K_Mito_AGP,0.0008919313404762111,Nuclei,Correlation
Cells_Texture_Entropy_ER_5_02_256,0.0008912234888311689,Cells,Texture
Cells_RadialDistribution_FracAtD_mito_tubeness_7of20,0.0008910670290613001,Cells,RadialDistribution
Cells_RadialDistribution_RadialCV_mito_tubeness_16of16,0.0008905365773586839,Cells,RadialDistribution
Nuclei_Texture_Contrast_DNA_5_00_256,0.000890522606507927,Nuclei,Texture
Cytoplasm_Texture_InfoMeas1_ER_5_00_256,0.0008898818383802011,Cytoplasm,Texture
Cells_Texture_Variance_Mito_5_03_256,0.0008897434902220473,Cells,Texture
Cells_RadialDistribution_RadialCV_mito_tubeness_3of20,0.0008895261108773411,Cells,RadialDistribution
Nuclei_Texture_DifferenceEntropy_AGP_5_02_256,0.0008892138648557842,Nuclei,Texture
Nuclei_Texture_Variance_RNA_3_00_256,0.0008890837965840806,Nuclei,Texture
Cytoplasm_Correlation_RWC_DNA_Mito,0.0008890170781497935,Cytoplasm,Correlation
Cells_Texture_DifferenceEntropy_AGP_10_00_256,0.0008888542581553338,Cells,Texture
Cells_Texture_Correlation_AGP_3_00_256,0.0008884379306151199,Cells,Texture
Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_16of16,0.0008875218024539728,Cytoplasm,RadialDistribution
Nuclei_Texture_DifferenceEntropy_Mito_10_02_256,0.0008864972276205663,Nuclei,Texture
Nuclei_Intensity_MeanIntensity_Mito,0.0008863848328928726,Nuclei,Intensity
Nuclei_Texture_InverseDifferenceMoment_DNA_10_01_256,0.0008863240727311806,Nuclei,Texture
Nuclei_Texture_InverseDifferenceMoment_AGP_10_01_256,0.0008861874432451648,Nuclei,Texture
Nuclei_Texture_Correlation_Mito_5_02_256,0.0008850367015423087,Nuclei,Texture
Cytoplasm_Texture_SumVariance_ER_3_00_256,0.0008848471464391748,Cytoplasm,Texture
Nuclei_Granularity_5_DNA,0.0008847046587080903,Nuclei,Granularity
Cytoplasm_Texture_Variance_ER_3_01_256,0.0008846783940872374,Cytoplasm,Texture
Cells_Correlation_Correlation_DNA_Mito,0.000884424805675995,Cells,Correlation
Cells_Texture_InfoMeas2_ER_10_00_256,0.0008841946288339386,Cells,Texture
Cells_Texture_InverseDifferenceMoment_ER_3_00_256,0.0008839654803835271,Cells,Texture
Nuclei_Texture_DifferenceVariance_Mito_3_00_256,0.0008839028792421491,Nuclei,Texture
Nuclei_Texture_SumAverage_Mito_5_02_256,0.0008836989463556424,Nuclei,Texture
Cytoplasm_Texture_Entropy_ER_3_00_256,0.0008829168856391334,Cytoplasm,Texture
Cells_Texture_SumVariance_ER_10_03_256,0.0008821099741336574,Cells,Texture
Nuclei_AreaShape_FormFactor,0.0008813050107190585,Nuclei,AreaShape
Cells_Texture_InfoMeas2_Mito_10_00_256,0.0008812608816333523,Cells,Texture
Nuclei_Texture_Variance_RNA_5_00_256,0.0008807907310827951,Nuclei,Texture
Cytoplasm_Texture_Variance_Mito_5_02_256,0.0008804658106341127,Cytoplasm,Texture
Cells_AreaShape_Zernike_0_0,0.0008798569537507969,Cells,AreaShape
Cells_Texture_SumEntropy_DNA_3_02_256,0.0008793972016266188,Cells,Texture
Cytoplasm_Texture_Contrast_DNA_3_01_256,0.0008786654435651339,Cytoplasm,Texture
Cytoplasm_Texture_InfoMeas1_Mito_3_00_256,0.0008781772935500548,Cytoplasm,Texture
Cytoplasm_Texture_SumAverage_RNA_10_03_256,0.0008777728893320663,Cytoplasm,Texture
Cells_Texture_AngularSecondMoment_RNA_5_03_256,0.000877639454345334,Cells,Texture
Cytoplasm_Texture_Contrast_RNA_3_01_256,0.0008772742942463603,Cytoplasm,Texture
Cytoplasm_Texture_DifferenceEntropy_ER_5_01_256,0.0008771240235611393,Cytoplasm,Texture
Nuclei_Texture_Variance_DNA_3_02_256,0.0008770542819895256,Nuclei,Texture
Cells_RadialDistribution_MeanFrac_RNA_4of4,0.0008769628561328447,Cells,RadialDistribution
Nuclei_Correlation_K_DNA_RNA,0.0008757777499327598,Nuclei,Correlation
Cytoplasm_Texture_DifferenceVariance_ER_5_01_256,0.0008757683822295803,Cytoplasm,Texture
Cells_AreaShape_Zernike_5_5,0.0008756156848617788,Cells,AreaShape
Cells_Texture_SumEntropy_DNA_3_01_256,0.0008755479532887632,Cells,Texture
Cells_Texture_InfoMeas1_Mito_5_01_256,0.000875451771259707,Cells,Texture
Cells_Granularity_5_AGP,0.000874922734967965,Cells,Granularity
Cells_Texture_AngularSecondMoment_RNA_10_02_256,0.0008748864784372147,Cells,Texture
Cells_Texture_Contrast_DNA_3_03_256,0.00087334689106813,Cells,Texture
Nuclei_AreaShape_Zernike_7_3,0.0008732364575683147,Nuclei,AreaShape
Nuclei_Intensity_MADIntensity_Mito,0.0008731082593043636,Nuclei,Intensity
Cytoplasm_Correlation_K_DNA_RNA,0.0008729346210605269,Cytoplasm,Correlation
Cytoplasm_Granularity_12_Mito,0.0008726634340564487,Cytoplasm,Granularity
Nuclei_Texture_AngularSecondMoment_RNA_10_02_256,0.000872161552329739,Nuclei,Texture
Cells_RadialDistribution_FracAtD_Mito_2of4,0.0008720672565378404,Cells,RadialDistribution
Nuclei_Texture_DifferenceEntropy_DNA_3_00_256,0.0008719225566973624,Nuclei,Texture
Nuclei_Texture_InfoMeas1_Mito_5_01_256,0.0008718895199646275,Nuclei,Texture
Cytoplasm_Texture_SumVariance_ER_10_01_256,0.0008718025427723271,Cytoplasm,Texture
Cells_Texture_SumEntropy_Mito_10_02_256,0.0008714488157290491,Cells,Texture
Cytoplasm_Intensity_MeanIntensityEdge_DNA,0.0008713965820178211,Cytoplasm,Intensity
Cells_RadialDistribution_FracAtD_RNA_3of4,0.0008711495174416736,Cells,RadialDistribution
Nuclei_Texture_InverseDifferenceMoment_Mito_10_02_256,0.0008711143194445218,Nuclei,Texture
Nuclei_RadialDistribution_MeanFrac_AGP_2of4,0.000871003078839619,Nuclei,RadialDistribution
Nuclei_Texture_InfoMeas1_RNA_3_03_256,0.0008709300504597195,Nuclei,Texture
Cells_Intensity_IntegratedIntensity_AGP,0.0008706336747776991,Cells,Intensity
Nuclei_Texture_Variance_RNA_3_02_256,0.0008705789225496119,Nuclei,Texture
Nuclei_AreaShape_Zernike_5_1,0.0008697238533620424,Nuclei,AreaShape
Nuclei_Granularity_13_ER,0.0008694471377254688,Nuclei,Granularity
Cytoplasm_Texture_Entropy_AGP_10_03_256,0.0008682564661889305,Cytoplasm,Texture
Nuclei_Texture_DifferenceVariance_AGP_5_00_256,0.0008674780119170984,Nuclei,Texture
Cells_Texture_AngularSecondMoment_AGP_5_01_256,0.0008670009970956017,Cells,Texture
Cells_Texture_InfoMeas2_AGP_5_00_256,0.0008668837274594158,Cells,Texture
Nuclei_Texture_Variance_RNA_5_02_256,0.0008667108160755431,Nuclei,Texture
Cells_Texture_DifferenceEntropy_AGP_10_01_256,0.0008658301238652452,Cells,Texture
Cells_AreaShape_MeanRadius,0.0008654395772971059,Cells,AreaShape
Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_13of20,0.0008647971273057919,Cytoplasm,RadialDistribution
Nuclei_AreaShape_BoundingBoxArea,0.0008642840699082756,Nuclei,AreaShape
Cells_Intensity_MinIntensity_AGP,0.0008640037037236782,Cells,Intensity
Cytoplasm_Texture_InfoMeas1_ER_3_02_256,0.0008625416981106225,Cytoplasm,Texture
Cytoplasm_Texture_DifferenceEntropy_RNA_10_00_256,0.0008620825733981162,Cytoplasm,Texture
Cells_Texture_InfoMeas2_AGP_5_02_256,0.0008619690128190477,Cells,Texture
Cytoplasm_Texture_InfoMeas1_AGP_10_02_256,0.000861674699843726,Cytoplasm,Texture
Cytoplasm_Texture_Correlation_RNA_3_03_256,0.0008613738642582445,Cytoplasm,Texture
Cytoplasm_Texture_InverseDifferenceMoment_RNA_10_03_256,0.0008604875799252503,Cytoplasm,Texture
Nuclei_Intensity_MeanIntensity_DNA,0.0008596892682102667,Nuclei,Intensity
Nuclei_Texture_DifferenceEntropy_DNA_5_02_256,0.0008595399828498427,Nuclei,Texture
Cytoplasm_Intensity_LowerQuartileIntensity_Mito,0.0008592607378834925,Cytoplasm,Intensity
Cells_Texture_Entropy_DNA_3_03_256,0.0008590052811762559,Cells,Texture
Cytoplasm_Texture_DifferenceVariance_ER_10_00_256,0.0008584462057375017,Cytoplasm,Texture
Nuclei_Granularity_12_RNA,0.0008582855379790999,Nuclei,Granularity
Cytoplasm_Texture_DifferenceEntropy_Mito_10_02_256,0.0008576400797314169,Cytoplasm,Texture
Nuclei_Texture_DifferenceEntropy_ER_5_00_256,0.0008575835166915827,Nuclei,Texture
Cells_Texture_Correlation_AGP_3_02_256,0.0008572145110935837,Cells,Texture
Cells_Granularity_2_DNA,0.0008568453612393308,Cells,Granularity
Cytoplasm_Texture_Variance_RNA_5_01_256,0.0008567517945909588,Cytoplasm,Texture
Nuclei_Texture_DifferenceEntropy_AGP_3_01_256,0.0008565033621925977,Nuclei,Texture
Cells_Texture_InfoMeas1_AGP_10_01_256,0.0008564055193606431,Cells,Texture
Nuclei_Texture_Variance_DNA_3_03_256,0.0008561502867593974,Nuclei,Texture
Nuclei_Texture_InfoMeas2_Mito_10_01_256,0.0008561058384722336,Nuclei,Texture
Nuclei_RadialDistribution_FracAtD_ER_4of4,0.0008552859973081338,Nuclei,RadialDistribution
Cytoplasm_Texture_DifferenceVariance_ER_3_02_256,0.0008549415170550998,Cytoplasm,Texture
Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_17of20,0.0008540393856284416,Cytoplasm,RadialDistribution
Cells_Texture_SumAverage_AGP_10_02_256,0.0008539033770921378,Cells,Texture
Nuclei_Texture_DifferenceEntropy_Mito_3_00_256,0.0008537295075439033,Nuclei,Texture
Cells_RadialDistribution_RadialCV_mito_tubeness_2of20,0.0008531541732346731,Cells,RadialDistribution
Nuclei_Texture_DifferenceEntropy_AGP_5_00_256,0.0008527921207158735,Nuclei,Texture
Cells_Texture_InfoMeas1_DNA_5_02_256,0.0008519963221988292,Cells,Texture
Cytoplasm_Intensity_UpperQuartileIntensity_DNA,0.0008517437712626068,Cytoplasm,Intensity
Cells_Texture_Entropy_AGP_10_01_256,0.000851261289053582,Cells,Texture
Nuclei_Texture_Variance_DNA_3_01_256,0.0008507078612728946,Nuclei,Texture
Nuclei_Texture_DifferenceVariance_DNA_10_00_256,0.000850492858997833,Nuclei,Texture
Cytoplasm_Intensity_MADIntensity_RNA,0.0008492884491819755,Cytoplasm,Intensity
Cells_Texture_Correlation_ER_3_01_256,0.0008481526481916392,Cells,Texture
Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_14of16,0.0008480308877499607,Cytoplasm,RadialDistribution
Cytoplasm_AreaShape_Zernike_8_0,0.0008471979625535044,Cytoplasm,AreaShape
Cells_Granularity_5_ER,0.0008471201189659691,Cells,Granularity
Nuclei_Texture_InverseDifferenceMoment_AGP_10_03_256,0.0008460594724160078,Nuclei,Texture
Nuclei_Texture_SumAverage_Mito_5_01_256,0.0008457928086785874,Nuclei,Texture
Nuclei_Texture_Variance_DNA_3_00_256,0.0008457709087833467,Nuclei,Texture
Cells_Correlation_K_ER_RNA,0.0008455020109210766,Cells,Correlation
Nuclei_Texture_DifferenceVariance_AGP_3_00_256,0.0008452030017425776,Nuclei,Texture
Cells_Texture_DifferenceVariance_ER_10_00_256,0.0008445676559235186,Cells,Texture
Nuclei_Texture_Variance_DNA_5_02_256,0.0008438902702222809,Nuclei,Texture
Nuclei_Texture_DifferenceEntropy_AGP_3_02_256,0.0008433737978287224,Nuclei,Texture
Cells_Intensity_MeanIntensityEdge_DNA,0.0008412731544487022,Cells,Intensity
Nuclei_Texture_DifferenceVariance_AGP_5_01_256,0.000841153637582985,Nuclei,Texture
Cytoplasm_Texture_InfoMeas2_RNA_3_00_256,0.0008407954396499561,Cytoplasm,Texture
Cytoplasm_Texture_AngularSecondMoment_ER_3_01_256,0.0008399345937654549,Cytoplasm,Texture
Cytoplasm_RadialDistribution_RadialCV_ER_2of4,0.0008392360819353988,Cytoplasm,RadialDistribution
Cytoplasm_Texture_InverseDifferenceMoment_RNA_10_02_256,0.0008390164406539822,Cytoplasm,Texture
Nuclei_Texture_DifferenceVariance_DNA_10_02_256,0.0008381867637529337,Nuclei,Texture
Nuclei_Texture_InfoMeas1_DNA_5_03_256,0.0008374677389604455,Nuclei,Texture
Cells_Texture_AngularSecondMoment_AGP_5_03_256,0.0008370324384486594,Cells,Texture
Cytoplasm_Texture_SumVariance_ER_5_01_256,0.0008370187572966513,Cytoplasm,Texture
Cytoplasm_Granularity_6_DNA,0.0008364492728807298,Cytoplasm,Granularity
Cytoplasm_Texture_Correlation_ER_5_00_256,0.0008360439570372234,Cytoplasm,Texture
Cells_Texture_SumEntropy_DNA_10_00_256,0.0008359857783748989,Cells,Texture
Cytoplasm_Texture_SumVariance_ER_10_03_256,0.0008359732046483259,Cytoplasm,Texture
Cytoplasm_Texture_DifferenceVariance_ER_5_03_256,0.0008350170471229441,Cytoplasm,Texture
Cells_Texture_InverseDifferenceMoment_AGP_10_01_256,0.0008345273361451941,Cells,Texture
Nuclei_Texture_SumVariance_ER_10_01_256,0.0008338960374853091,Nuclei,Texture
Cytoplasm_Texture_SumVariance_Mito_10_02_256,0.0008335254714256735,Cytoplasm,Texture
Cytoplasm_Texture_Contrast_Mito_5_02_256,0.0008331916574440714,Cytoplasm,Texture
Cytoplasm_Texture_InfoMeas1_ER_3_01_256,0.0008327642297396258,Cytoplasm,Texture
Cytoplasm_RadialDistribution_RadialCV_AGP_3of4,0.000832629119192591,Cytoplasm,RadialDistribution
Nuclei_AreaShape_Area,0.0008325083644889934,Nuclei,AreaShape
Cells_RadialDistribution_RadialCV_mito_tubeness_3of16,0.0008316802800644447,Cells,RadialDistribution
Cytoplasm_Texture_InverseDifferenceMoment_ER_5_01_256,0.0008313104904326403,Cytoplasm,Texture
Cytoplasm_Texture_Entropy_ER_3_01_256,0.0008310076187470778,Cytoplasm,Texture
Cells_Texture_InfoMeas1_AGP_3_00_256,0.0008309061308682431,Cells,Texture
Cytoplasm_Texture_AngularSecondMoment_ER_5_02_256,0.0008301166907566378,Cytoplasm,Texture
Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_20of20,0.000829448122551964,Cytoplasm,RadialDistribution
Cytoplasm_Texture_Entropy_ER_3_02_256,0.0008290355574769949,Cytoplasm,Texture
Nuclei_Texture_Correlation_ER_3_00_256,0.0008279619861903192,Nuclei,Texture
Cells_Texture_DifferenceEntropy_ER_10_00_256,0.0008273829301859742,Cells,Texture
Cytoplasm_Texture_Variance_ER_10_00_256,0.0008265500482022097,Cytoplasm,Texture
Cytoplasm_Texture_Variance_Mito_5_00_256,0.0008254705810395535,Cytoplasm,Texture
Cells_Texture_InfoMeas2_AGP_3_01_256,0.0008251411347451462,Cells,Texture
Cytoplasm_Texture_SumAverage_RNA_10_01_256,0.0008251349736818676,Cytoplasm,Texture
Cells_Texture_InfoMeas1_ER_10_01_256,0.0008249927332586335,Cells,Texture
Cytoplasm_Texture_Correlation_RNA_5_00_256,0.0008246160122678248,Cytoplasm,Texture
Cells_Correlation_RWC_DNA_AGP,0.000824521907052258,Cells,Correlation
Cells_Texture_Entropy_AGP_5_00_256,0.0008242728405964174,Cells,Texture
Cytoplasm_Texture_InfoMeas1_ER_10_03_256,0.0008234033270777477,Cytoplasm,Texture
Cells_Texture_AngularSecondMoment_AGP_5_02_256,0.0008233848102047757,Cells,Texture
Cytoplasm_Texture_SumVariance_ER_5_03_256,0.0008227543771343854,Cytoplasm,Texture
Nuclei_Texture_InfoMeas2_DNA_5_02_256,0.0008226339297886755,Nuclei,Texture
Nuclei_RadialDistribution_RadialCV_DNA_1of4,0.0008224672023581141,Nuclei,RadialDistribution
Nuclei_Texture_DifferenceVariance_AGP_3_03_256,0.0008220197816600765,Nuclei,Texture
Cells_Texture_InfoMeas2_DNA_5_03_256,0.0008217238476988444,Cells,Texture
Nuclei_Correlation_Correlation_DNA_RNA,0.0008204318026504812,Nuclei,Correlation
Nuclei_Texture_InfoMeas1_AGP_5_01_256,0.000820202339631838,Nuclei,Texture
Cells_Texture_Entropy_ER_10_01_256,0.0008189013939876791,Cells,Texture
Nuclei_AreaShape_Eccentricity,0.000818543432020046,Nuclei,AreaShape
Cytoplasm_AreaShape_MaxFeretDiameter,0.0008184980053634458,Cytoplasm,AreaShape
Cytoplasm_AreaShape_Zernike_3_3,0.0008184061406154797,Cytoplasm,AreaShape
Nuclei_Texture_SumVariance_RNA_3_02_256,0.0008179182950854219,Nuclei,Texture
Cytoplasm_Texture_DifferenceVariance_ER_5_00_256,0.0008178148929489128,Cytoplasm,Texture
Cytoplasm_Texture_DifferenceEntropy_ER_5_00_256,0.0008177916607253012,Cytoplasm,Texture
Nuclei_Texture_DifferenceEntropy_DNA_5_00_256,0.0008175012599246705,Nuclei,Texture
Cytoplasm_Texture_SumAverage_RNA_3_03_256,0.0008174829362620325,Cytoplasm,Texture
Nuclei_Texture_Contrast_DNA_5_01_256,0.0008174179824345629,Nuclei,Texture
Nuclei_Texture_InfoMeas2_AGP_5_01_256,0.0008168703662652531,Nuclei,Texture
Cells_Texture_Contrast_DNA_3_01_256,0.0008167104998337241,Cells,Texture
Cytoplasm_Texture_DifferenceVariance_ER_3_00_256,0.0008164166353630467,Cytoplasm,Texture
Cytoplasm_Texture_AngularSecondMoment_AGP_10_02_256,0.0008162870805634676,Cytoplasm,Texture
Cells_AreaShape_BoundingBoxArea,0.0008158703867463503,Cells,AreaShape
Nuclei_Intensity_MaxIntensity_RNA,0.0008158367768568756,Nuclei,Intensity
Nuclei_Granularity_3_AGP,0.0008154622979158635,Nuclei,Granularity
Cells_Granularity_12_Mito,0.0008147799242104676,Cells,Granularity
Nuclei_Texture_Correlation_Mito_3_02_256,0.0008141331886352938,Nuclei,Texture
Nuclei_Texture_InfoMeas1_Mito_5_03_256,0.0008131557460546901,Nuclei,Texture
Cells_Texture_InverseDifferenceMoment_ER_5_02_256,0.0008131552450400444,Cells,Texture
Cytoplasm_AreaShape_BoundingBoxArea,0.0008130695235377062,Cytoplasm,AreaShape
Cells_RadialDistribution_RadialCV_mito_tubeness_1of16,0.0008127700520177379,Cells,RadialDistribution
Nuclei_Texture_DifferenceVariance_AGP_3_01_256,0.0008123614044546099,Nuclei,Texture
Cells_Texture_DifferenceEntropy_Mito_5_02_256,0.000811877395060167,Cells,Texture
Nuclei_Texture_DifferenceEntropy_AGP_5_03_256,0.0008116263321452217,Nuclei,Texture
Cytoplasm_Texture_InverseDifferenceMoment_AGP_10_01_256,0.0008111881682426818,Cytoplasm,Texture
Nuclei_Texture_Variance_DNA_5_03_256,0.0008111441066778623,Nuclei,Texture
Nuclei_Texture_InfoMeas2_AGP_10_01_256,0.0008110559955827869,Nuclei,Texture
Cells_Texture_Entropy_Mito_10_03_256,0.0008110119067870463,Cells,Texture
Cells_Texture_Correlation_ER_3_03_256,0.0008107318838178149,Cells,Texture
Nuclei_Texture_SumAverage_Mito_10_03_256,0.0008106877906753393,Nuclei,Texture
Nuclei_Texture_Correlation_Mito_5_03_256,0.0008105257152510603,Nuclei,Texture
Nuclei_Texture_InverseDifferenceMoment_RNA_10_02_256,0.0008099868937720853,Nuclei,Texture
Nuclei_Texture_Variance_RNA_5_01_256,0.0008099327577734324,Nuclei,Texture
Nuclei_Texture_SumVariance_RNA_5_02_256,0.0008097827631497369,Nuclei,Texture
Cells_Texture_SumEntropy_ER_10_03_256,0.0008093330291519253,Cells,Texture
Cytoplasm_Texture_SumAverage_RNA_5_01_256,0.0008092249504703172,Cytoplasm,Texture
Cells_AreaShape_MaxFeretDiameter,0.0008089578536658695,Cells,AreaShape
Cells_Texture_InfoMeas2_Mito_5_01_256,0.0008089109597079056,Cells,Texture
Cytoplasm_Texture_SumAverage_RNA_5_02_256,0.0008077132459636362,Cytoplasm,Texture
Cytoplasm_Texture_InfoMeas2_AGP_10_01_256,0.0008076663228959141,Cytoplasm,Texture
Nuclei_Texture_Contrast_DNA_3_01_256,0.0008074387849358442,Nuclei,Texture
Cytoplasm_Intensity_IntegratedIntensity_AGP,0.0008070333830114253,Cytoplasm,Intensity
Cells_RadialDistribution_FracAtD_Mito_1of4,0.0008061384449294045,Cells,RadialDistribution
Nuclei_Texture_DifferenceVariance_AGP_5_02_256,0.0008059249935623874,Nuclei,Texture
Nuclei_Texture_SumVariance_RNA_3_03_256,0.0008058428806231989,Nuclei,Texture
Nuclei_Intensity_MaxIntensity_Mito,0.0008046939722706676,Nuclei,Intensity
Nuclei_AreaShape_Zernike_3_3,0.0008041806483749627,Nuclei,AreaShape
Cells_Texture_Contrast_Mito_10_01_256,0.00080408373076872,Cells,Texture
Nuclei_AreaShape_Perimeter,0.0008039443841568885,Nuclei,AreaShape
Nuclei_Texture_InverseDifferenceMoment_RNA_3_02_256,0.000803896128355908,Nuclei,Texture
Nuclei_AreaShape_Zernike_9_9,0.0008031672122368556,Nuclei,AreaShape
Cytoplasm_Granularity_6_Mito,0.0008028308486141863,Cytoplasm,Granularity
Cytoplasm_Texture_Entropy_AGP_3_01_256,0.0008022801933579363,Cytoplasm,Texture
Cytoplasm_Texture_InverseDifferenceMoment_AGP_3_03_256,0.0008013907500844653,Cytoplasm,Texture
Cytoplasm_Texture_Entropy_RNA_10_03_256,0.000801148562731474,Cytoplasm,Texture
Cytoplasm_Texture_InfoMeas1_ER_10_01_256,0.0008003245049078598,Cytoplasm,Texture
Cells_Texture_InverseDifferenceMoment_AGP_10_00_256,0.0008001552296835663,Cells,Texture
Nuclei_Texture_AngularSecondMoment_RNA_3_03_256,0.0007997905245143296,Nuclei,Texture
Cytoplasm_Texture_Correlation_AGP_5_00_256,0.0007993918186135878,Cytoplasm,Texture
Nuclei_Texture_DifferenceEntropy_Mito_3_02_256,0.0007989510777663002,Nuclei,Texture
Cells_Texture_Entropy_ER_10_03_256,0.0007987356071927415,Cells,Texture
Cells_Texture_DifferenceVariance_DNA_10_01_256,0.000798671785492583,Cells,Texture
Nuclei_Texture_Correlation_Mito_3_03_256,0.0007986256523249072,Nuclei,Texture
Nuclei_Intensity_StdIntensityEdge_AGP,0.0007985172359985882,Nuclei,Intensity
Cytoplasm_Texture_Contrast_Mito_10_03_256,0.0007982366476986564,Cytoplasm,Texture
Cytoplasm_Texture_InfoMeas2_Mito_5_00_256,0.000797807296910053,Cytoplasm,Texture
Cytoplasm_Texture_Variance_RNA_10_03_256,0.0007975892552972904,Cytoplasm,Texture
Nuclei_Texture_InfoMeas1_ER_5_01_256,0.0007968141351849616,Nuclei,Texture
Cytoplasm_Texture_DifferenceEntropy_RNA_5_03_256,0.0007966635991952639,Cytoplasm,Texture
Nuclei_Texture_InfoMeas2_DNA_10_02_256,0.000796246665659055,Nuclei,Texture
Nuclei_Texture_InfoMeas1_ER_10_02_256,0.0007956457459938194,Nuclei,Texture
Nuclei_RadialDistribution_FracAtD_RNA_1of4,0.0007952386085733971,Nuclei,RadialDistribution
Cells_Intensity_StdIntensity_AGP,0.0007949785608421475,Cells,Intensity
Cytoplasm_AreaShape_Perimeter,0.0007946319965159481,Cytoplasm,AreaShape
Cells_Texture_Correlation_RNA_5_00_256,0.0007944228395945174,Cells,Texture
Cells_Texture_AngularSecondMoment_ER_10_01_256,0.0007934904860446425,Cells,Texture
Cells_RadialDistribution_MeanFrac_Mito_1of4,0.0007932035942966259,Cells,RadialDistribution
Nuclei_Texture_Variance_RNA_10_00_256,0.0007924548686423804,Nuclei,Texture
Cytoplasm_Texture_Variance_RNA_10_00_256,0.0007919410533876154,Cytoplasm,Texture
Cytoplasm_Texture_Entropy_AGP_3_02_256,0.0007916713222480862,Cytoplasm,Texture
Cells_Texture_AngularSecondMoment_RNA_3_01_256,0.000791397630101918,Cells,Texture
Cytoplasm_Intensity_MeanIntensityEdge_Mito,0.0007910080988118093,Cytoplasm,Intensity
Cytoplasm_Texture_InfoMeas1_ER_5_01_256,0.0007908174835444827,Cytoplasm,Texture
Cells_Intensity_IntegratedIntensity_ER,0.0007900690245073097,Cells,Intensity
Cytoplasm_Texture_Contrast_Mito_10_00_256,0.0007889755136836486,Cytoplasm,Texture
Cells_Texture_InverseDifferenceMoment_ER_5_03_256,0.0007887296247021628,Cells,Texture
Cells_AreaShape_Zernike_8_4,0.0007879806963007598,Cells,AreaShape
Nuclei_Texture_SumVariance_RNA_3_00_256,0.0007874793417534777,Nuclei,Texture
