feature,shap_importance,compartment,feature_type
Cells_RadialDistribution_MeanFrac_mito_tubeness_7of20,0.0014869886970856378,Cells,RadialDistribution
Cytoplasm_Texture_SumAverage_AGP_10_01_256,0.0014868162106358796,Cytoplasm,Texture
Cytoplasm_Texture_Correlation_Mito_3_00_256,0.0014867761690662258,Cytoplasm,Texture
Nuclei_Correlation_K_DNA_ER,0.0014840440000053994,Nuclei,Correlation
Cytoplasm_Texture_DifferenceEntropy_DNA_5_00_256,0.0014833091140176943,Cytoplasm,Texture
Cytoplasm_AreaShape_Center_X,0.001482399218719885,Cytoplasm,AreaShape
Cells_Intensity_StdIntensityEdge_DNA,0.0014821625119969082,Cells,Intensity
Cytoplasm_AreaShape_Zernike_8_4,0.0014816277441215269,Cytoplasm,AreaShape
Cytoplasm_Texture_InfoMeas2_DNA_5_03_256,0.0014808373909805336,Cytoplasm,Texture
Cytoplasm_RadialDistribution_FracAtD_AGP_1of4,0.00147770494794973,Cytoplasm,RadialDistribution
Cells_RadialDistribution_MeanFrac_ER_4of4,0.0014775596498969078,Cells,RadialDistribution
Cytoplasm_Granularity_13_ER,0.0014767895687795576,Cytoplasm,Granularity
Cytoplasm_Texture_SumAverage_AGP_3_00_256,0.0014766239991006712,Cytoplasm,Texture
Cells_Texture_SumAverage_ER_5_01_256,0.0014764678081597335,Cells,Texture
Nuclei_Location_MaxIntensity_X_AGP,0.0014757958570693777,Nuclei,Location
Nuclei_Texture_InfoMeas1_Mito_3_03_256,0.0014740966980207305,Nuclei,Texture
Nuclei_Granularity_9_DNA,0.0014728387254633291,Nuclei,Granularity
Cells_RadialDistribution_FracAtD_AGP_1of4,0.0014718293825184707,Cells,RadialDistribution
Nuclei_AreaShape_Zernike_6_2,0.0014708064141710304,Nuclei,AreaShape
Cells_Correlation_RWC_AGP_DNA,0.0014704662325571657,Cells,Correlation
Nuclei_Location_MaxIntensity_X_DNA,0.0014702610288804862,Nuclei,Location
Cytoplasm_Texture_Entropy_DNA_3_02_256,0.0014695978688333915,Cytoplasm,Texture
Nuclei_Location_MaxIntensity_X_RNA,0.0014673121294410001,Nuclei,Location
Cytoplasm_Texture_InfoMeas1_AGP_3_00_256,0.001464959850678237,Cytoplasm,Texture
Nuclei_Granularity_4_ER,0.0014637767583449853,Nuclei,Granularity
Cytoplasm_Texture_SumAverage_AGP_5_00_256,0.0014636276823343257,Cytoplasm,Texture
Nuclei_Texture_InverseDifferenceMoment_DNA_10_02_256,0.0014628296409474777,Nuclei,Texture
Cytoplasm_Texture_SumEntropy_AGP_3_00_256,0.0014619732133204317,Cytoplasm,Texture
Cells_Texture_Correlation_DNA_5_03_256,0.0014618919104967582,Cells,Texture
Cells_RadialDistribution_RadialCV_RNA_1of4,0.001461654731436803,Cells,RadialDistribution
Cells_Intensity_MaxIntensity_AGP,0.001461271636436712,Cells,Intensity
Cytoplasm_Texture_Contrast_ER_10_01_256,0.0014595328609889942,Cytoplasm,Texture
Nuclei_Texture_SumVariance_AGP_10_00_256,0.0014580027644582774,Nuclei,Texture
Cells_AreaShape_Zernike_3_3,0.001455852993201136,Cells,AreaShape
Cytoplasm_Texture_AngularSecondMoment_AGP_3_00_256,0.001455716106563289,Cytoplasm,Texture
Nuclei_Texture_DifferenceEntropy_DNA_10_00_256,0.0014556239112887071,Nuclei,Texture
Cells_Texture_DifferenceEntropy_Mito_10_02_256,0.0014551839895596329,Cells,Texture
Cytoplasm_Texture_InfoMeas2_DNA_5_01_256,0.001454710943415713,Cytoplasm,Texture
Nuclei_Texture_SumVariance_AGP_5_03_256,0.0014545183286411754,Nuclei,Texture
Cytoplasm_Texture_Correlation_AGP_5_02_256,0.0014543298352405795,Cytoplasm,Texture
Nuclei_Location_Center_X,0.0014540523792519317,Nuclei,Location
Nuclei_Intensity_MassDisplacement_RNA,0.0014539648571579684,Nuclei,Intensity
Cells_Texture_DifferenceVariance_Mito_5_02_256,0.0014526148141677758,Cells,Texture
Cytoplasm_RadialDistribution_RadialCV_RNA_4of4,0.0014524606554420774,Cytoplasm,RadialDistribution
Cells_Texture_SumVariance_DNA_10_00_256,0.0014523778368103583,Cells,Texture
Cells_Texture_DifferenceVariance_Mito_3_02_256,0.001452038229482631,Cells,Texture
Nuclei_Texture_InfoMeas1_ER_3_01_256,0.0014520082089165953,Nuclei,Texture
Nuclei_Location_CenterMassIntensity_X_DNA,0.0014514816222487882,Nuclei,Location
Cells_AreaShape_EquivalentDiameter,0.0014502746404676664,Cells,AreaShape
Cytoplasm_Texture_Correlation_RNA_10_03_256,0.0014500953715053454,Cytoplasm,Texture
Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_14of20,0.0014492262805496077,Cytoplasm,RadialDistribution
Nuclei_Granularity_7_Mito,0.0014480066438058463,Nuclei,Granularity
Nuclei_Texture_InfoMeas1_ER_10_03_256,0.0014470316236111103,Nuclei,Texture
Cytoplasm_Texture_InfoMeas1_ER_5_03_256,0.0014460801055091517,Cytoplasm,Texture
Nuclei_Texture_InfoMeas1_Mito_5_02_256,0.0014454187070740382,Nuclei,Texture
Cytoplasm_Texture_SumVariance_DNA_5_03_256,0.0014398444692752881,Cytoplasm,Texture
Nuclei_Texture_Correlation_AGP_5_02_256,0.0014395617475383914,Nuclei,Texture
Cells_Granularity_13_RNA,0.0014376049435538465,Cells,Granularity
Cells_Granularity_9_RNA,0.0014337602825149327,Cells,Granularity
Nuclei_Texture_Variance_AGP_3_03_256,0.001433240460867507,Nuclei,Texture
Cytoplasm_Texture_Variance_ER_10_02_256,0.0014324189247015187,Cytoplasm,Texture
Nuclei_AreaShape_BoundingBoxMinimum_X,0.0014323139376067827,Nuclei,AreaShape
Cytoplasm_Texture_Contrast_DNA_5_00_256,0.001431783277969641,Cytoplasm,Texture
Cells_Texture_SumEntropy_AGP_5_01_256,0.0014315613576858207,Cells,Texture
Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4,0.001430490163979162,Cytoplasm,RadialDistribution
Cells_Texture_SumVariance_DNA_3_00_256,0.0014302545082682627,Cells,Texture
Nuclei_Texture_Correlation_RNA_3_01_256,0.001428540292794683,Nuclei,Texture
Cells_RadialDistribution_RadialCV_mito_tubeness_4of16,0.001426152415593346,Cells,RadialDistribution
Cytoplasm_Texture_AngularSecondMoment_RNA_10_02_256,0.0014251472917281456,Cytoplasm,Texture
Nuclei_Location_CenterMassIntensity_X_ER,0.0014245421594335182,Nuclei,Location
Cells_Texture_SumAverage_ER_5_03_256,0.0014235365333817233,Cells,Texture
Cytoplasm_Granularity_16_ER,0.0014217592689445674,Cytoplasm,Granularity
Cytoplasm_Granularity_6_RNA,0.0014209781424142421,Cytoplasm,Granularity
Cytoplasm_Granularity_3_Mito,0.00141781366745168,Cytoplasm,Granularity
Cells_AreaShape_Zernike_3_1,0.0014175991453001708,Cells,AreaShape
Nuclei_Texture_InverseDifferenceMoment_ER_10_03_256,0.0014168249153934604,Nuclei,Texture
Cytoplasm_Texture_InfoMeas1_AGP_5_00_256,0.0014161541035667012,Cytoplasm,Texture
Cells_Texture_SumVariance_DNA_3_03_256,0.0014138639086013426,Cells,Texture
Cytoplasm_Texture_SumAverage_AGP_3_01_256,0.001413576430142192,Cytoplasm,Texture
Cytoplasm_RadialDistribution_RadialCV_ER_3of4,0.0014131848381111923,Cytoplasm,RadialDistribution
Nuclei_Texture_Variance_AGP_10_02_256,0.0014122468536697853,Nuclei,Texture
Nuclei_Texture_Correlation_RNA_10_01_256,0.0014110016343641162,Nuclei,Texture
Nuclei_Texture_Variance_AGP_5_01_256,0.0014101922843942052,Nuclei,Texture
Nuclei_Texture_AngularSecondMoment_DNA_10_02_256,0.0014095840164281982,Nuclei,Texture
Cells_Correlation_Correlation_ER_Mito,0.0014093294710723317,Cells,Correlation
Cytoplasm_RadialDistribution_FracAtD_Mito_2of4,0.0014092861351881376,Cytoplasm,RadialDistribution
Cytoplasm_Intensity_MaxIntensityEdge_ER,0.0014084975215311196,Cytoplasm,Intensity
Cells_Granularity_16_ER,0.0014081666374113411,Cells,Granularity
Nuclei_RadialDistribution_FracAtD_Mito_1of4,0.00140811309579606,Nuclei,RadialDistribution
Cells_RadialDistribution_RadialCV_mito_tubeness_7of20,0.00140800558356984,Cells,RadialDistribution
Cytoplasm_Granularity_4_Mito,0.0014067297467512878,Cytoplasm,Granularity
Cytoplasm_Texture_Contrast_ER_10_00_256,0.0014062970004202464,Cytoplasm,Texture
Cells_RadialDistribution_RadialCV_mito_tubeness_10of16,0.0014061238164919945,Cells,RadialDistribution
Cytoplasm_Granularity_12_DNA,0.0014051756762793438,Cytoplasm,Granularity
Cells_Texture_Correlation_AGP_10_01_256,0.001405023500722028,Cells,Texture
Cells_Texture_Correlation_ER_10_01_256,0.0014044587291625378,Cells,Texture
Cytoplasm_Texture_Entropy_DNA_5_01_256,0.001403915696552888,Cytoplasm,Texture
Cytoplasm_Texture_Correlation_RNA_3_02_256,0.0014021640395172393,Cytoplasm,Texture
Nuclei_Granularity_8_Mito,0.0014008671257137654,Nuclei,Granularity
Nuclei_Texture_InfoMeas1_Mito_3_01_256,0.0014001675100325883,Nuclei,Texture
Cells_Texture_DifferenceEntropy_Mito_10_01_256,0.001399546240791421,Cells,Texture
Nuclei_Texture_InfoMeas2_AGP_5_03_256,0.0013995284098876125,Nuclei,Texture
Nuclei_Intensity_MinIntensityEdge_RNA,0.0013991745434343882,Nuclei,Intensity
Nuclei_AreaShape_BoundingBoxMaximum_X,0.0013981149544789722,Nuclei,AreaShape
Nuclei_Texture_Contrast_RNA_3_00_256,0.0013969584539414168,Nuclei,Texture
Cytoplasm_Texture_InfoMeas2_DNA_5_02_256,0.0013965835323818154,Cytoplasm,Texture
Cytoplasm_Texture_DifferenceVariance_Mito_3_00_256,0.0013964483661506426,Cytoplasm,Texture
Cytoplasm_Texture_SumEntropy_AGP_3_03_256,0.001396101779973833,Cytoplasm,Texture
Nuclei_Intensity_StdIntensityEdge_ER,0.0013960204957714137,Nuclei,Intensity
Cytoplasm_Correlation_K_DNA_Mito,0.0013955815874370663,Cytoplasm,Correlation
Cytoplasm_Texture_InfoMeas1_RNA_5_01_256,0.0013947561013875592,Cytoplasm,Texture
Nuclei_Texture_Correlation_RNA_3_00_256,0.0013944069201105387,Nuclei,Texture
Cells_AreaShape_MinorAxisLength,0.001394187405647764,Cells,AreaShape
Cells_Texture_InfoMeas1_Mito_3_02_256,0.0013930420682767622,Cells,Texture
Nuclei_RadialDistribution_FracAtD_RNA_4of4,0.0013927405874606588,Nuclei,RadialDistribution
Nuclei_Texture_Correlation_RNA_5_00_256,0.0013914464183913619,Nuclei,Texture
Cytoplasm_Texture_SumAverage_AGP_10_02_256,0.0013910226336130498,Cytoplasm,Texture
Nuclei_Texture_InverseDifferenceMoment_ER_3_02_256,0.001390285475447724,Nuclei,Texture
Cytoplasm_Granularity_10_RNA,0.001389779859392937,Cytoplasm,Granularity
Nuclei_RadialDistribution_RadialCV_ER_3of4,0.0013895487383758466,Nuclei,RadialDistribution
Cytoplasm_Correlation_Overlap_DNA_Mito,0.0013884185034372162,Cytoplasm,Correlation
Cells_Texture_Variance_DNA_10_03_256,0.001387439919432966,Cells,Texture
Cells_Correlation_RWC_AGP_ER,0.001386283233888597,Cells,Correlation
Nuclei_Intensity_MeanIntensityEdge_ER,0.0013858538229500742,Nuclei,Intensity
Nuclei_Texture_SumEntropy_ER_3_03_256,0.0013854497479821606,Nuclei,Texture
Cells_Texture_InfoMeas2_AGP_10_00_256,0.0013840155251078354,Cells,Texture
Cytoplasm_Texture_InfoMeas1_Mito_5_00_256,0.0013838797056333922,Cytoplasm,Texture
Cells_Texture_SumEntropy_AGP_5_00_256,0.0013832563527232976,Cells,Texture
Cells_Granularity_9_Mito,0.0013819984004995994,Cells,Granularity
Cells_Texture_InfoMeas1_DNA_5_03_256,0.0013819078484604169,Cells,Texture
Cytoplasm_Correlation_K_Mito_AGP,0.0013809274441129154,Cytoplasm,Correlation
Cytoplasm_Texture_Variance_Mito_10_00_256,0.0013807966823269778,Cytoplasm,Texture
Cytoplasm_AreaShape_Zernike_4_4,0.0013800161180552095,Cytoplasm,AreaShape
Nuclei_Texture_SumEntropy_ER_3_00_256,0.0013798754784134612,Nuclei,Texture
Cells_Granularity_3_ER,0.0013779054469861356,Cells,Granularity
Cytoplasm_Texture_SumEntropy_AGP_5_03_256,0.0013760011157605081,Cytoplasm,Texture
Nuclei_AreaShape_Compactness,0.001375757264400558,Nuclei,AreaShape
Cytoplasm_Texture_Contrast_DNA_3_00_256,0.0013756673836074437,Cytoplasm,Texture
Cells_Texture_DifferenceVariance_Mito_10_01_256,0.0013751723612092195,Cells,Texture
Cells_RadialDistribution_MeanFrac_mito_tubeness_8of16,0.0013750834473363024,Cells,RadialDistribution
Cytoplasm_Texture_Correlation_AGP_3_02_256,0.0013750817578407546,Cytoplasm,Texture
Cytoplasm_Texture_AngularSecondMoment_RNA_5_01_256,0.0013737026484471114,Cytoplasm,Texture
Cells_Texture_InfoMeas2_ER_3_01_256,0.0013729071332740463,Cells,Texture
Nuclei_Intensity_IntegratedIntensityEdge_ER,0.001371681198389914,Nuclei,Intensity
Nuclei_Texture_InfoMeas1_AGP_5_00_256,0.0013716235195637898,Nuclei,Texture
Cells_Texture_InfoMeas1_AGP_10_03_256,0.0013683004433655047,Cells,Texture
Cytoplasm_Granularity_10_DNA,0.0013677372224109214,Cytoplasm,Granularity
Cytoplasm_RadialDistribution_FracAtD_Mito_4of4,0.0013662467797725445,Cytoplasm,RadialDistribution
Cytoplasm_Texture_Contrast_DNA_3_03_256,0.0013653372863648525,Cytoplasm,Texture
Cells_Granularity_12_AGP,0.0013650818684046888,Cells,Granularity
Cells_Granularity_3_Mito,0.0013648400540010438,Cells,Granularity
Cells_Granularity_16_AGP,0.0013636032750842528,Cells,Granularity
Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_12of20,0.0013627124488058532,Cytoplasm,RadialDistribution
Cytoplasm_Texture_SumEntropy_AGP_10_01_256,0.0013610653345676837,Cytoplasm,Texture
Nuclei_Texture_Correlation_ER_3_03_256,0.0013605114173229334,Nuclei,Texture
Cytoplasm_Intensity_MedianIntensity_DNA,0.001360448037896406,Cytoplasm,Intensity
Nuclei_Texture_InfoMeas1_ER_5_02_256,0.001360194972021418,Nuclei,Texture
Cells_Texture_SumEntropy_AGP_10_01_256,0.0013600503648454572,Cells,Texture
Cytoplasm_Texture_AngularSecondMoment_RNA_5_03_256,0.0013591530668989956,Cytoplasm,Texture
Cells_Texture_Contrast_DNA_10_00_256,0.0013566238490706642,Cells,Texture
Cells_Granularity_8_Mito,0.0013565705249493475,Cells,Granularity
Cytoplasm_Granularity_2_DNA,0.0013555189703557907,Cytoplasm,Granularity
Nuclei_Texture_InfoMeas1_AGP_10_01_256,0.0013554731445557472,Nuclei,Texture
Cells_Intensity_MADIntensity_DNA,0.001355154725367486,Cells,Intensity
Nuclei_RadialDistribution_RadialCV_DNA_2of4,0.0013547316781374061,Nuclei,RadialDistribution
Nuclei_Texture_InverseDifferenceMoment_ER_3_00_256,0.0013530619647489012,Nuclei,Texture
Cytoplasm_Texture_DifferenceVariance_Mito_3_03_256,0.001352460172503405,Cytoplasm,Texture
Cytoplasm_Intensity_MeanIntensityEdge_RNA,0.00135245045591416,Cytoplasm,Intensity
Nuclei_Texture_Contrast_AGP_10_02_256,0.0013504732106278945,Nuclei,Texture
Cells_Texture_Variance_DNA_10_02_256,0.0013500743758621475,Cells,Texture
Cytoplasm_RadialDistribution_FracAtD_DNA_2of4,0.0013499589072931224,Cytoplasm,RadialDistribution
Nuclei_Correlation_RWC_ER_Mito,0.0013482519713163908,Nuclei,Correlation
Nuclei_ObjectSkeleton_NumberBranchEnds_mito_skel,0.0013480260234847005,Nuclei,ObjectSkeleton
Nuclei_Texture_InfoMeas2_AGP_10_02_256,0.0013473713990242687,Nuclei,Texture
Cells_Texture_DifferenceVariance_Mito_3_01_256,0.0013468307603625362,Cells,Texture
Cells_Granularity_15_ER,0.001346801612006467,Cells,Granularity
Cells_Granularity_4_Mito,0.0013462735765399105,Cells,Granularity
Nuclei_Intensity_IntegratedIntensity_ER,0.0013460645695645976,Nuclei,Intensity
Cytoplasm_Texture_SumEntropy_DNA_3_01_256,0.0013439223286877678,Cytoplasm,Texture
Cytoplasm_Texture_DifferenceVariance_Mito_10_03_256,0.0013426415648843562,Cytoplasm,Texture
Cells_Texture_SumEntropy_AGP_3_01_256,0.0013405211857519005,Cells,Texture
Nuclei_Texture_Contrast_AGP_5_01_256,0.0013404945956114846,Nuclei,Texture
Cells_AreaShape_MaximumRadius,0.001340034530304755,Cells,AreaShape
Cytoplasm_Texture_InverseDifferenceMoment_ER_10_02_256,0.0013388787124443168,Cytoplasm,Texture
Cytoplasm_Texture_SumEntropy_DNA_5_02_256,0.001338444388604135,Cytoplasm,Texture
Nuclei_Texture_InverseDifferenceMoment_ER_3_01_256,0.001338147896697462,Nuclei,Texture
Nuclei_Texture_Contrast_AGP_10_03_256,0.0013374796180843466,Nuclei,Texture
Cytoplasm_Texture_Entropy_DNA_3_00_256,0.00133708131285841,Cytoplasm,Texture
Cells_Intensity_IntegratedIntensityEdge_DNA,0.0013340187989531061,Cells,Intensity
Cells_Correlation_Correlation_DNA_RNA,0.0013319311808845668,Cells,Correlation
Cells_Texture_SumAverage_ER_10_00_256,0.00133176637764661,Cells,Texture
Cytoplasm_Texture_SumVariance_DNA_5_02_256,0.0013301405874101744,Cytoplasm,Texture
Cytoplasm_Granularity_6_ER,0.001330118128171307,Cytoplasm,Granularity
Nuclei_Granularity_2_AGP,0.0013291942050688834,Nuclei,Granularity
Cells_Texture_DifferenceVariance_Mito_10_03_256,0.0013291576808062797,Cells,Texture
Cytoplasm_Granularity_16_RNA,0.001326673507277779,Cytoplasm,Granularity
Cells_RadialDistribution_RadialCV_mito_tubeness_20of20,0.0013251460228535248,Cells,RadialDistribution
Nuclei_AreaShape_Zernike_9_5,0.0013240454716755526,Nuclei,AreaShape
Cells_RadialDistribution_MeanFrac_Mito_3of4,0.0013214214461504524,Cells,RadialDistribution
Cells_Texture_InfoMeas2_AGP_3_02_256,0.001320777390394921,Cells,Texture
Cytoplasm_Texture_Contrast_ER_5_03_256,0.00132067854203342,Cytoplasm,Texture
Nuclei_Granularity_3_DNA,0.0013193914196537142,Nuclei,Granularity
Nuclei_Texture_DifferenceEntropy_DNA_10_02_256,0.0013193170103113516,Nuclei,Texture
Cytoplasm_Correlation_RWC_AGP_DNA,0.0013192949819235114,Cytoplasm,Correlation
Nuclei_Texture_SumEntropy_AGP_3_01_256,0.0013188721052730605,Nuclei,Texture
Cytoplasm_AreaShape_MinorAxisLength,0.0013184011407013584,Cytoplasm,AreaShape
Nuclei_Texture_InfoMeas1_DNA_10_02_256,0.0013177545168127835,Nuclei,Texture
Cytoplasm_Granularity_8_Mito,0.0013153245818362587,Cytoplasm,Granularity
Cells_RadialDistribution_FracAtD_mito_tubeness_19of20,0.0013149284019839667,Cells,RadialDistribution
Nuclei_Texture_SumEntropy_ER_5_00_256,0.0013148638841114137,Nuclei,Texture
Cells_AreaShape_Area,0.0013147093343676326,Cells,AreaShape
Cells_Granularity_10_RNA,0.00131341976873955,Cells,Granularity
Cytoplasm_AreaShape_EquivalentDiameter,0.001312630880074721,Cytoplasm,AreaShape
Cytoplasm_Texture_SumEntropy_AGP_10_03_256,0.001312260708509062,Cytoplasm,Texture
Nuclei_Texture_SumEntropy_AGP_3_00_256,0.0013112667422417092,Nuclei,Texture
Cells_Texture_InfoMeas1_Mito_3_00_256,0.0013109917541961685,Cells,Texture
Cells_RadialDistribution_FracAtD_mito_tubeness_17of20,0.0013103270611983524,Cells,RadialDistribution
Cytoplasm_Texture_SumEntropy_AGP_5_01_256,0.001310115379362417,Cytoplasm,Texture
Cells_Texture_InfoMeas2_RNA_3_02_256,0.0013095916544245613,Cells,Texture
Cells_Texture_InfoMeas2_AGP_5_01_256,0.001309564820513255,Cells,Texture
Cytoplasm_Texture_SumAverage_AGP_5_01_256,0.0013082613237513994,Cytoplasm,Texture
Nuclei_Granularity_3_ER,0.0013077689899676313,Nuclei,Granularity
Cytoplasm_Texture_Entropy_ER_10_01_256,0.0013073218782509294,Cytoplasm,Texture
Cytoplasm_Intensity_UpperQuartileIntensity_RNA,0.0013060477215185529,Cytoplasm,Intensity
Cytoplasm_Texture_Correlation_AGP_5_01_256,0.0013059662312428244,Cytoplasm,Texture
Cytoplasm_Texture_SumEntropy_AGP_10_00_256,0.0013048129894013983,Cytoplasm,Texture
Nuclei_Texture_Correlation_Mito_5_01_256,0.0013024429348193476,Nuclei,Texture
Nuclei_Texture_SumEntropy_ER_10_03_256,0.0013020492919667958,Nuclei,Texture
Cytoplasm_AreaShape_Zernike_1_1,0.001301615354464697,Cytoplasm,AreaShape
Cytoplasm_Texture_DifferenceEntropy_ER_3_02_256,0.0013015996180807373,Cytoplasm,Texture
Cells_Granularity_5_Mito,0.0013011327919671852,Cells,Granularity
Cytoplasm_RadialDistribution_FracAtD_DNA_3of4,0.0012997051554715913,Cytoplasm,RadialDistribution
Cells_Granularity_13_ER,0.0012991477347765925,Cells,Granularity
Cytoplasm_RadialDistribution_RadialCV_AGP_2of4,0.0012986038800902732,Cytoplasm,RadialDistribution
Nuclei_Location_MaxIntensity_X_Mito,0.001297066480052698,Nuclei,Location
Nuclei_Texture_Contrast_RNA_5_00_256,0.0012948479971549075,Nuclei,Texture
Cytoplasm_Texture_AngularSecondMoment_AGP_5_03_256,0.0012937852488383733,Cytoplasm,Texture
Nuclei_Granularity_14_Mito,0.0012933239497903873,Nuclei,Granularity
Cytoplasm_Granularity_12_AGP,0.0012918947505525986,Cytoplasm,Granularity
Nuclei_Texture_InfoMeas1_Mito_3_02_256,0.0012915036339109065,Nuclei,Texture
Nuclei_Texture_SumEntropy_ER_5_02_256,0.0012911734055679907,Nuclei,Texture
Nuclei_Texture_Correlation_Mito_10_03_256,0.0012906460015282002,Nuclei,Texture
Nuclei_Texture_InfoMeas1_Mito_10_03_256,0.0012886984025343347,Nuclei,Texture
Nuclei_Texture_SumEntropy_ER_3_01_256,0.0012885105705377749,Nuclei,Texture
Nuclei_Granularity_16_AGP,0.0012884103046846057,Nuclei,Granularity
Cytoplasm_Texture_SumVariance_DNA_3_03_256,0.0012869267500770678,Cytoplasm,Texture
Cells_Texture_Correlation_RNA_10_03_256,0.0012835662910609764,Cells,Texture
Cytoplasm_Texture_Correlation_ER_5_03_256,0.001283387845942343,Cytoplasm,Texture
Cytoplasm_Texture_AngularSecondMoment_AGP_10_00_256,0.0012823890355571166,Cytoplasm,Texture
Nuclei_Granularity_4_AGP,0.0012820239317151,Nuclei,Granularity
Cells_Intensity_MedianIntensity_RNA,0.0012812375143195303,Cells,Intensity
Cells_Texture_SumAverage_ER_10_01_256,0.0012807911827985663,Cells,Texture
Cytoplasm_Granularity_16_AGP,0.0012807781058654655,Cytoplasm,Granularity
Nuclei_Texture_Correlation_RNA_3_03_256,0.0012805081984411768,Nuclei,Texture
Cytoplasm_Granularity_2_Mito,0.0012802959764303522,Cytoplasm,Granularity
Nuclei_Granularity_14_DNA,0.0012800162535079704,Nuclei,Granularity
Cells_Texture_Correlation_Mito_3_03_256,0.0012794074528117555,Cells,Texture
Cells_Texture_Correlation_Mito_10_03_256,0.001279285081202813,Cells,Texture
Cytoplasm_Texture_Entropy_DNA_3_01_256,0.0012790864074980032,Cytoplasm,Texture
Cytoplasm_Texture_InfoMeas1_RNA_5_03_256,0.0012789772811603532,Cytoplasm,Texture
Cells_Texture_SumAverage_ER_10_02_256,0.0012783322149542593,Cells,Texture
Cytoplasm_Texture_Entropy_ER_5_03_256,0.0012783135908700518,Cytoplasm,Texture
Cells_Texture_DifferenceEntropy_Mito_10_00_256,0.0012782044497829962,Cells,Texture
Cells_RadialDistribution_MeanFrac_RNA_2of4,0.0012781768696848823,Cells,RadialDistribution
Cytoplasm_Texture_AngularSecondMoment_AGP_5_01_256,0.0012771073033945868,Cytoplasm,Texture
Cytoplasm_Texture_DifferenceEntropy_DNA_3_01_256,0.0012767849892822726,Cytoplasm,Texture
Cytoplasm_Texture_InfoMeas2_ER_3_03_256,0.001275638254675349,Cytoplasm,Texture
Nuclei_Texture_Entropy_ER_10_01_256,0.0012751218151190967,Nuclei,Texture
Cytoplasm_Granularity_7_RNA,0.0012741817194910255,Cytoplasm,Granularity
Nuclei_Texture_Contrast_RNA_3_01_256,0.0012737608658530267,Nuclei,Texture
Cytoplasm_Texture_DifferenceVariance_Mito_3_02_256,0.0012733005975834593,Cytoplasm,Texture
Cells_Intensity_StdIntensity_DNA,0.0012731122695653799,Cells,Intensity
Nuclei_Texture_AngularSecondMoment_DNA_10_01_256,0.0012728971875861003,Nuclei,Texture
Cells_Texture_SumAverage_ER_10_03_256,0.0012722890354684427,Cells,Texture
Cells_Texture_Correlation_Mito_10_02_256,0.0012712540140734875,Cells,Texture
Cells_Texture_SumVariance_DNA_5_03_256,0.001270706095407986,Cells,Texture
Nuclei_Correlation_RWC_Mito_ER,0.001270433808562562,Nuclei,Correlation
Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_16of16,0.0012691511339393662,Cytoplasm,RadialDistribution
Cells_AreaShape_Zernike_4_0,0.001268161988391512,Cells,AreaShape
Cytoplasm_Granularity_9_Mito,0.0012654676947801947,Cytoplasm,Granularity
Cells_Texture_SumVariance_DNA_5_00_256,0.0012648755527100417,Cells,Texture
Cytoplasm_Texture_DifferenceVariance_Mito_10_00_256,0.0012643860597173833,Cytoplasm,Texture
Nuclei_Texture_Correlation_Mito_3_01_256,0.0012638336203755378,Nuclei,Texture
Cytoplasm_Texture_Entropy_ER_10_00_256,0.0012634248285186393,Cytoplasm,Texture
Cells_Correlation_RWC_Mito_DNA,0.0012627320343537056,Cells,Correlation
Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,0.001261346077784375,Cytoplasm,RadialDistribution
Nuclei_Texture_SumEntropy_AGP_3_03_256,0.0012599075572714874,Nuclei,Texture
Cells_RadialDistribution_FracAtD_mito_tubeness_5of16,0.0012594013949170143,Cells,RadialDistribution
Nuclei_RadialDistribution_FracAtD_Mito_2of4,0.001258988910568795,Nuclei,RadialDistribution
Nuclei_RadialDistribution_MeanFrac_Mito_1of4,0.0012589442571447763,Nuclei,RadialDistribution
Nuclei_RadialDistribution_RadialCV_Mito_2of4,0.001258493843015458,Nuclei,RadialDistribution
Nuclei_Texture_AngularSecondMoment_DNA_10_00_256,0.0012583882391637806,Nuclei,Texture
Cells_RadialDistribution_RadialCV_RNA_3of4,0.0012571637240294615,Cells,RadialDistribution
Nuclei_Texture_Variance_AGP_3_01_256,0.001256495485816101,Nuclei,Texture
Cells_Correlation_RWC_AGP_Mito,0.0012561693812936678,Cells,Correlation
Cytoplasm_Texture_SumEntropy_DNA_3_03_256,0.001254820719675211,Cytoplasm,Texture
Nuclei_Granularity_3_RNA,0.0012547167546186496,Nuclei,Granularity
Cells_Intensity_LowerQuartileIntensity_AGP,0.0012535628358146564,Cells,Intensity
Cells_Correlation_Correlation_DNA_ER,0.001253381875004769,Cells,Correlation
Nuclei_RadialDistribution_FracAtD_Mito_4of4,0.0012525461890400688,Nuclei,RadialDistribution
Cells_Texture_Correlation_RNA_3_03_256,0.0012525404828353105,Cells,Texture
Cells_Intensity_LowerQuartileIntensity_RNA,0.0012515467560141197,Cells,Intensity
Cells_RadialDistribution_RadialCV_mito_tubeness_13of16,0.0012512799673926826,Cells,RadialDistribution
Cells_Texture_InfoMeas2_AGP_10_01_256,0.0012506766060431979,Cells,Texture
Cytoplasm_Correlation_K_RNA_ER,0.0012499065447887656,Cytoplasm,Correlation
